provinsi,wilayah,tahun_tanggal,positif_covid,kematian
Queensland,Australia,2023-01-01,1743616,2405
South Australia,Australia,2023-01-01,862043,1155
Tasmania,Australia,2023-01-01,280254,224
Victoria,Australia,2023-01-01,2838417,6405
Western Australia,Australia,2023-01-01,1255595,837
Australian Capital Territory,Australia,2023-01-02,224902,138
New South Wales,Australia,2023-01-02,3825104,5804
Northern Territory,Australia,2023-01-02,103002,84
Queensland,Australia,2023-01-02,1743616,2405
South Australia,Australia,2023-01-02,862043,1155
Tasmania,Australia,2023-01-02,280254,224
Victoria,Australia,2023-01-02,2838417,6405
Western Australia,Australia,2023-01-02,1255595,837
Australian Capital Territory,Australia,2023-01-03,224902,138
New South Wales,Australia,2023-01-03,3825104,5804
Northern Territory,Australia,2023-01-03,103002,84
Queensland,Australia,2023-01-03,1743616,2405
South Australia,Australia,2023-01-03,862043,1155
Tasmania,Australia,2023-01-03,280254,224
Victoria,Australia,2023-01-03,2840589,6435
Western Australia,Australia,2023-01-03,1255595,837
Australian Capital Territory,Australia,2023-01-04,224902,138
New South Wales,Australia,2023-01-04,3825104,5804
Northern Territory,Australia,2023-01-04,103002,84
Queensland,Australia,2023-01-04,1743616,2405
South Australia,Australia,2023-01-04,862043,1155
Tasmania,Australia,2023-01-04,280254,224
Victoria,Australia,2023-01-04,2842218,6465
Western Australia,Australia,2023-01-04,1255595,837
Australian Capital Territory,Australia,2023-01-05,228422,142
New South Wales,Australia,2023-01-05,3844878,5881
Northern Territory,Australia,2023-01-05,103561,87
Queensland,Australia,2023-01-05,1763217,2449
South Australia,Australia,2023-01-05,866642,1170
Tasmania,Australia,2023-01-05,282183,229
Victoria,Australia,2023-01-05,2846073,6490
Western Australia,Australia,2023-01-05,1255595,837
Australian Capital Territory,Australia,2023-01-06,228422,142
New South Wales,Australia,2023-01-06,3844878,5881
Northern Territory,Australia,2023-01-06,103561,87
Queensland,Australia,2023-01-06,1763217,2449
South Australia,Australia,2023-01-06,866642,1170
Tasmania,Australia,2023-01-06,282183,229
Victoria,Australia,2023-01-06,2846073,6490
Western Australia,Australia,2023-01-06,1270544,856
Australian Capital Territory,Australia,2023-01-07,228422,142
New South Wales,Australia,2023-01-07,3844878,5881
Northern Territory,Australia,2023-01-07,103561,87
Queensland,Australia,2023-01-07,1763217,2449
South Australia,Australia,2023-01-07,866642,1170
Tasmania,Australia,2023-01-07,282183,229
Victoria,Australia,2023-01-07,2846073,6490
Western Australia,Australia,2023-01-07,1270544,856
Australian Capital Territory,Australia,2023-01-08,228422,142
New South Wales,Australia,2023-01-08,3844878,5881
Northern Territory,Australia,2023-01-08,103561,87
Queensland,Australia,2023-01-08,1763217,2449
South Australia,Australia,2023-01-08,866642,1170
Tasmania,Australia,2023-01-08,282183,229
Victoria,Australia,2023-01-08,2849446,6506
Western Australia,Australia,2023-01-08,1270544,856
Australian Capital Territory,Australia,2023-01-09,228422,142
New South Wales,Australia,2023-01-09,3844878,5881
Northern Territory,Australia,2023-01-09,103561,87
Queensland,Australia,2023-01-09,1763217,2449
South Australia,Australia,2023-01-09,866642,1170
Tasmania,Australia,2023-01-09,282183,229
Victoria,Australia,2023-01-09,2850708,6535
Western Australia,Australia,2023-01-09,1270544,856
Australian Capital Territory,Australia,2023-01-10,228422,142
New South Wales,Australia,2023-01-10,3844878,5881
Northern Territory,Australia,2023-01-10,103561,87
Queensland,Australia,2023-01-10,1763217,2449
South Australia,Australia,2023-01-10,866642,1170
Tasmania,Australia,2023-01-10,282183,229
Victoria,Australia,2023-01-10,2851858,6566
Western Australia,Australia,2023-01-10,1270544,856
Australian Capital Territory,Australia,2023-01-11,228422,142
New South Wales,Australia,2023-01-11,3844878,5881
Northern Territory,Australia,2023-01-11,103561,87
Queensland,Australia,2023-01-11,1763217,2449
South Australia,Australia,2023-01-11,866642,1170
Tasmania,Australia,2023-01-11,282183,229
Victoria,Australia,2023-01-11,2853008,6597
Western Australia,Australia,2023-01-11,1270544,856
Australian Capital Territory,Australia,2023-01-12,229434,148
New South Wales,Australia,2023-01-12,3858737,5993
Northern Territory,Australia,2023-01-12,103914,87
Queensland,Australia,2023-01-12,1771741,2526
South Australia,Australia,2023-01-12,870164,1203
Tasmania,Australia,2023-01-12,282183,229
Victoria,Australia,2023-01-12,2853981,6639
Western Australia,Australia,2023-01-12,1270544,856
Australian Capital Territory,Australia,2023-01-13,229434,148
New South Wales,Australia,2023-01-13,3858737,5993
Northern Territory,Australia,2023-01-13,103914,87
Queensland,Australia,2023-01-13,1771741,2526
South Australia,Australia,2023-01-13,870164,1203
Tasmania,Australia,2023-01-13,283417,237
Victoria,Australia,2023-01-13,2853876,6638
Western Australia,Australia,2023-01-13,1276129,880
Australian Capital Territory,Australia,2023-01-14,229434,148
New South Wales,Australia,2023-01-14,3858737,5993
Northern Territory,Australia,2023-01-14,103914,87
Queensland,Australia,2023-01-14,1771741,2526
South Australia,Australia,2023-01-14,870164,1203
Tasmania,Australia,2023-01-14,283417,237
Victoria,Australia,2023-01-14,2853876,6638
Western Australia,Australia,2023-01-14,1276129,880
Australian Capital Territory,Australia,2023-01-15,229434,148
New South Wales,Australia,2023-01-15,3858737,5993
Northern Territory,Australia,2023-01-15,103914,87
Queensland,Australia,2023-01-15,1771741,2526
South Australia,Australia,2023-01-15,870164,1203
Tasmania,Australia,2023-01-15,283417,237
Victoria,Australia,2023-01-15,2853876,6638
Western Australia,Australia,2023-01-15,1276129,880
Australian Capital Territory,Australia,2023-01-16,229434,148
New South Wales,Australia,2023-01-16,3858737,5993
Northern Territory,Australia,2023-01-16,103914,87
Queensland,Australia,2023-01-16,1771741,2526
South Australia,Australia,2023-01-16,870164,1203
Tasmania,Australia,2023-01-16,283417,237
Victoria,Australia,2023-01-16,2853876,6638
Western Australia,Australia,2023-01-16,1276129,880
Australian Capital Territory,Australia,2023-01-17,229434,148
New South Wales,Australia,2023-01-17,3858737,5993
Northern Territory,Australia,2023-01-17,103914,87
Queensland,Australia,2023-01-17,1771741,2526
South Australia,Australia,2023-01-17,870164,1203
Tasmania,Australia,2023-01-17,283417,237
Victoria,Australia,2023-01-17,2853876,6638
Western Australia,Australia,2023-01-17,1276129,880
Australian Capital Territory,Australia,2023-01-18,229434,148
New South Wales,Australia,2023-01-18,3858737,5993
Northern Territory,Australia,2023-01-18,103914,87
Queensland,Australia,2023-01-18,1771741,2526
South Australia,Australia,2023-01-18,870164,1203
Tasmania,Australia,2023-01-18,283417,237
Victoria,Australia,2023-01-18,2853876,6638
Western Australia,Australia,2023-01-18,1276129,880
Australian Capital Territory,Australia,2023-01-19,230238,148
New South Wales,Australia,2023-01-19,3867791,6124
Northern Territory,Australia,2023-01-19,104234,87
Queensland,Australia,2023-01-19,1771741,2526
South Australia,Australia,2023-01-19,872378,1224
Tasmania,Australia,2023-01-19,284158,240
Victoria,Australia,2023-01-19,2858788,6794
Western Australia,Australia,2023-01-19,1276129,880
Australian Capital Territory,Australia,2023-01-20,230238,148
New South Wales,Australia,2023-01-20,3867791,6124
Northern Territory,Australia,2023-01-20,104234,87
Queensland,Australia,2023-01-20,1777135,2574
South Australia,Australia,2023-01-20,872378,1224
Tasmania,Australia,2023-01-20,284158,240
Victoria,Australia,2023-01-20,2858522,6794
Western Australia,Australia,2023-01-20,1279806,901
Australian Capital Territory,Australia,2023-01-21,230238,148
New South Wales,Australia,2023-01-21,3867791,6124
Northern Territory,Australia,2023-01-21,104234,87
Queensland,Australia,2023-01-21,1777135,2574
South Australia,Australia,2023-01-21,872378,1224
Tasmania,Australia,2023-01-21,284158,240
Victoria,Australia,2023-01-21,2858522,6794
Western Australia,Australia,2023-01-21,1279806,901
Australian Capital Territory,Australia,2023-01-22,230238,148
New South Wales,Australia,2023-01-22,3867791,6124
Northern Territory,Australia,2023-01-22,104234,87
Queensland,Australia,2023-01-22,1777135,2574
South Australia,Australia,2023-01-22,872378,1224
Tasmania,Australia,2023-01-22,284158,240
Victoria,Australia,2023-01-22,2858522,6794
Western Australia,Australia,2023-01-22,1279806,901
Australian Capital Territory,Australia,2023-01-23,230238,148
New South Wales,Australia,2023-01-23,3867791,6124
Northern Territory,Australia,2023-01-23,104234,87
Queensland,Australia,2023-01-23,1777135,2574
South Australia,Australia,2023-01-23,872378,1224
Tasmania,Australia,2023-01-23,284158,240
Victoria,Australia,2023-01-23,2858522,6794
Western Australia,Australia,2023-01-23,1279806,901
Australian Capital Territory,Australia,2023-01-24,230238,148
New South Wales,Australia,2023-01-24,3867791,6124
Northern Territory,Australia,2023-01-24,104234,87
Queensland,Australia,2023-01-24,1777135,2574
South Australia,Australia,2023-01-24,872378,1224
Tasmania,Australia,2023-01-24,284158,240
Victoria,Australia,2023-01-24,2858522,6794
Western Australia,Australia,2023-01-24,1279806,901
Australian Capital Territory,Australia,2023-01-25,230238,148
New South Wales,Australia,2023-01-25,3867791,6124
Northern Territory,Australia,2023-01-25,104234,87
Queensland,Australia,2023-01-25,1777135,2574
South Australia,Australia,2023-01-25,872378,1224
Tasmania,Australia,2023-01-25,284158,240
Victoria,Australia,2023-01-25,2858522,6794
Western Australia,Australia,2023-01-25,1279806,901
Australian Capital Territory,Australia,2023-01-26,230820,152
New South Wales,Australia,2023-01-26,3875438,6218
Northern Territory,Australia,2023-01-26,104415,87
Queensland,Australia,2023-01-26,1781888,2643
South Australia,Australia,2023-01-26,873807,1235
Tasmania,Australia,2023-01-26,284623,244
Victoria,Australia,2023-01-26,2861932,7116
Western Australia,Australia,2023-01-26,1279806,901
Australian Capital Territory,Australia,2023-01-27,230820,152
New South Wales,Australia,2023-01-27,3875438,6218
Northern Territory,Australia,2023-01-27,104415,87
Queensland,Australia,2023-01-27,1781888,2643
South Australia,Australia,2023-01-27,873807,1235
Tasmania,Australia,2023-01-27,284623,244
Victoria,Australia,2023-01-27,2861932,7116
Western Australia,Australia,2023-01-27,1282523,920
Australian Capital Territory,Australia,2023-01-28,230820,152
New South Wales,Australia,2023-01-28,3875438,6218
Northern Territory,Australia,2023-01-28,104415,87
Queensland,Australia,2023-01-28,1781888,2643
South Australia,Australia,2023-01-28,873807,1235
Tasmania,Australia,2023-01-28,284623,244
Victoria,Australia,2023-01-28,2861932,7116
Western Australia,Australia,2023-01-28,1282523,920
Australian Capital Territory,Australia,2023-01-29,230820,152
New South Wales,Australia,2023-01-29,3875438,6218
Northern Territory,Australia,2023-01-29,104415,87
Queensland,Australia,2023-01-29,1781888,2643
South Australia,Australia,2023-01-29,873807,1235
Tasmania,Australia,2023-01-29,284623,244
Victoria,Australia,2023-01-29,2861932,7116
Western Australia,Australia,2023-01-29,1282523,920
Australian Capital Territory,Australia,2023-01-30,230820,152
New South Wales,Australia,2023-01-30,3875438,6218
Northern Territory,Australia,2023-01-30,104415,87
Queensland,Australia,2023-01-30,1781888,2643
South Australia,Australia,2023-01-30,873807,1235
Tasmania,Australia,2023-01-30,284623,244
Victoria,Australia,2023-01-30,2861932,7116
Western Australia,Australia,2023-01-30,1282523,920
Australian Capital Territory,Australia,2023-01-31,230820,152
New South Wales,Australia,2023-01-31,3875438,6218
Northern Territory,Australia,2023-01-31,104415,87
Queensland,Australia,2023-01-31,1781888,2643
South Australia,Australia,2023-01-31,873807,1235
Tasmania,Australia,2023-01-31,284623,244
Victoria,Australia,2023-01-31,2861932,7116
Western Australia,Australia,2023-01-31,1282523,920
Australian Capital Territory,Australia,2023-02-01,230820,152
New South Wales,Australia,2023-02-01,3875438,6218
Northern Territory,Australia,2023-02-01,104415,87
Queensland,Australia,2023-02-01,1781888,2643
South Australia,Australia,2023-02-01,873807,1235
Tasmania,Australia,2023-02-01,284623,244
Victoria,Australia,2023-02-01,2861932,7116
Western Australia,Australia,2023-02-01,1282523,920
Australian Capital Territory,Australia,2023-02-02,230820,152
New South Wales,Australia,2023-02-02,3882001,6304
Northern Territory,Australia,2023-02-02,104566,87
Queensland,Australia,2023-02-02,1785982,2677
South Australia,Australia,2023-02-02,875164,1244
Tasmania,Australia,2023-02-02,284940,247
Victoria,Australia,2023-02-02,2864988,7186
Western Australia,Australia,2023-02-02,1284662,931
Australian Capital Territory,Australia,2023-02-03,230607,157
New South Wales,Australia,2023-02-03,3882001,6304
Northern Territory,Australia,2023-02-03,104566,87
Queensland,Australia,2023-02-03,1785982,2677
South Australia,Australia,2023-02-03,875164,1244
Tasmania,Australia,2023-02-03,284940,247
Victoria,Australia,2023-02-03,2864982,7181
Western Australia,Australia,2023-02-03,1284662,931
Australian Capital Territory,Australia,2023-02-04,230607,157
New South Wales,Australia,2023-02-04,3882001,6304
Northern Territory,Australia,2023-02-04,104566,87
Queensland,Australia,2023-02-04,1785982,2677
South Australia,Australia,2023-02-04,875164,1244
Tasmania,Australia,2023-02-04,284940,247
Victoria,Australia,2023-02-04,2864982,7181
Western Australia,Australia,2023-02-04,1284662,931
Australian Capital Territory,Australia,2023-02-05,230607,157
New South Wales,Australia,2023-02-05,3882001,6304
Northern Territory,Australia,2023-02-05,104566,87
Queensland,Australia,2023-02-05,1785982,2677
South Australia,Australia,2023-02-05,875164,1244
Tasmania,Australia,2023-02-05,284940,247
Victoria,Australia,2023-02-05,2864982,7181
Western Australia,Australia,2023-02-05,1284662,931
Australian Capital Territory,Australia,2023-02-06,230607,157
New South Wales,Australia,2023-02-06,3882001,6304
Northern Territory,Australia,2023-02-06,104566,87
Queensland,Australia,2023-02-06,1785982,2677
South Australia,Australia,2023-02-06,875164,1244
Tasmania,Australia,2023-02-06,284940,247
Victoria,Australia,2023-02-06,2864982,7181
Western Australia,Australia,2023-02-06,1284662,931
Australian Capital Territory,Australia,2023-02-07,230607,157
New South Wales,Australia,2023-02-07,3882001,6304
Northern Territory,Australia,2023-02-07,104566,87
Queensland,Australia,2023-02-07,1785982,2677
South Australia,Australia,2023-02-07,875164,1244
Tasmania,Australia,2023-02-07,284940,247
Victoria,Australia,2023-02-07,2864982,7181
Western Australia,Australia,2023-02-07,1284662,931
Australian Capital Territory,Australia,2023-02-08,230607,157
New South Wales,Australia,2023-02-08,3882001,6304
Northern Territory,Australia,2023-02-08,104566,87
Queensland,Australia,2023-02-08,1785982,2677
South Australia,Australia,2023-02-08,875164,1244
Tasmania,Australia,2023-02-08,284940,247
Victoria,Australia,2023-02-08,2864982,7181
Western Australia,Australia,2023-02-08,1284662,931
Australian Capital Territory,Australia,2023-02-09,231041,157
New South Wales,Australia,2023-02-09,3888402,6366
Northern Territory,Australia,2023-02-09,104725,87
Queensland,Australia,2023-02-09,1789502,2710
South Australia,Australia,2023-02-09,876722,1333
Tasmania,Australia,2023-02-09,284940,247
Victoria,Australia,2023-02-09,2867906,7232
Western Australia,Australia,2023-02-09,1284662,931
Australian Capital Territory,Australia,2023-02-10,231041,157
New South Wales,Australia,2023-02-10,3888402,6366
Northern Territory,Australia,2023-02-10,104725,87
Queensland,Australia,2023-02-10,1789502,2710
South Australia,Australia,2023-02-10,876722,1333
Tasmania,Australia,2023-02-10,285299,247
Victoria,Australia,2023-02-10,2867906,7232
Western Australia,Australia,2023-02-10,1286745,938
